Start Date,1/1/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,000660 KS Equity,005380 KS Equity,005930 KS Equity,0170016D US Corp,035420 KS Equity,035720 KS Equity,051910 KS Equity,207940 KS Equity,6501 JT Equity,7974 JP Equity,8TRA GR Equity,9984 JT Equity,AAPL US Equity,ABBV US Equity,ABT US Equity,ADBE US Equity,AFRM US Equity,ALIZF US Equity,AMAT US Equity,AMD US Equity,AMT US Equity,AMZN US Equity,ANET US Equity,ANT US Equity,APD US Equity,APH US Equity,APO US Equity,ARES US Equity,ASAN US Equity,ASML US Equity,AVGO US Equity,AXP US Equity,AZN US Equity,BA US Equity,BABA US Equity,BAC US Equity,BAM US Equity,BIDU US Equity,BILI US Equity,BILL US Equity,BIO US Equity,BLK US Equity,BP US Equity,BRK/B US Equity,BX US Equity,BYDDF US Equity,CAJPY US Equity,CAT US Equity,CBOE US Equity,USU1718RAD09 Corp,CME US Equity,COIN US Equity,CRM US Equity,CRWD US Equity,CSCO US Equity,USU1268FAB41 Corp,CVX US Equity,DDOG US Equity,DE US Equity,DIS US Equity,DOCU US Equity,DUK US Equity,EADSY US Equity,FANUY US Equity,FRCOY US Equity,FSLY US Equity,GE US Equity,GOOGL US Equity,GRAB US Equity,GS US Equity,HD US Equity,HDB US Equity,HMC US Equity,HOOD US Equity,HSBC US Equity,HTHIY US Equity,HUBS US Equity,IBM US Equity,IBN US Equity,ICE US Equity,INF US Equity,INFY US Equity,INTC US Equity,IQ US Equity,ITOCY US Equity,J US Equity,BL484563 Corp,JBL US Equity,JD US Equity,JNJ US Equity,JPM US Equity,KAOCF US Equity,KKR US Equity,KO US Equity,KSPI US Equity,KUASF US Equity,KYCCF US Equity,LI US Equity,LIN US Equity,LLY US Equity,LMT US Equity,BL458894@BVAL Corp,LRCX US Equity,MA US Equity,MARUY US Equity,MBFJF US Equity,MC US Equity,MCD US Equity,MCO US Equity,MELI US Equity,META US Equity,MFG US Equity,MITEY US Equity,MITSY US Equity,MKTX US Equity,MMM US Equity,MPNGF US Equity,MQ US Equity,MRAAY US Equity,MRK US Equity,MS US Equity,MSBHF US Equity,MSCI US Equity,MSFT US Equity,MU US Equity,NDAQ US Equity,NEE US Equity,NET US Equity,NFLX US Equity,NIO US Equity,NJDCY US Equity,NOW US Equity,NSRGY US Equity,NTES US Equity,NTRS US Equity,NU US Equity,NVDA US Equity,NVO US Equity,NVS US Equity,OKTA US Equity,OR US Equity,ORCL US Equity,PAGS US Equity,BBG000C31ZH2 Equity,PANW US Equity,PCOR US Equity,PDD US Equity,PFE US Equity,PG US Equity,PYPL US Equity,QCOM US Equity,BBG003TCRRN1 Equity,RELIANCE IN Equity,RHHBY US Equity,RKUNY US Equity,RMSG US Equity,RTX US Equity,SAIL US Equity,SAP GR Equity,SAP US Equity,SE US Equity,SFTBF US Equity,SHEL US Equity,SHOP US Equity,SIEGY US Equity,SMCAY US Equity,SMCI US Equity,SMFG US Equity,SNOW US Equity,SNPS US Equity,SNY US Equity,SNYFX US Equity,SOFI US Equity,SONY US Equity,SPGI US Equity,SPOT US Equity,SQM US Equity,SSDOY US Equity,STNE US Equity,STT US Equity,SUMCF US Equity,SVNDY US Equity,T US Equity,TAK US Equity,TCEHY US Equity,TCOM US Equity,TEAM US Equity,TKPHF US Equity,TM US Equity,TME US Equity,TMO US Equity,TOST US Equity,TSLA US Equity,TSM US Equity,TTDKY US Equity,TTE US Equity,TW US Equity,TWLO US Equity,TXN US Equity,UL US Equity,UNH US Equity,UPS US Equity,V US Equity,BL4727162 Corp,VIRT US Equity,VZ US Equity,WB US Equity,BBG000GPXKX9 Equity,WDAY US Equity,WMT US Equity,WORK US Equity,XIACF US Equity,XOM US Equity,XPEV US Equity,YNDX19 US Equity,ZM US Equity,ZS US Equity
10/30/2021,103000,208000,69800,,407000,125500,836000,1240472,1310.8,5020,22.18,1541,149.8,114.67,128.89,650.36,162.5,232.25,136.65,120.23,281.97,168.622,25.6056,#N/A N/A,299.81,38.385,76.95,84.74,135.8,812.88,53.167,173.78,125.275,207.03,164.94,47.78,#N/A N/A,162.24,73.3,294.31,794.68,943.46,28.79,287.01,138.42,12.09,22.37,204.01,131.94,#N/A N/A,220.55,319.42,299.69,281.8,55.97,#N/A N/A,114.49,167.05,342.31,169.07,278.29,102.01,32,19.76,22.1533,50.61,65.2654,148.046,12.59,413.35,371.74,35.955,29.58,34.97,30.07,11.576,810.23,119.491,21.15,138.46,12.81,22.28,49,8.28,5.695,116.0478,#N/A N/A,59.96,78.28,162.88,169.89,58.615,79.67,56.37,112.5,13.4,606.17,32.63,319.2,254.76,332.32,#N/A N/A,56.357,335.52,84.51,5.79,72.74,245.55,404.15,1481.02,323.57,2.61,15.21,228.544,408.67,149.39,34.0375,30.6,12.3667,88.05,102.78,10.5167,664.88,331.62,69.1,69.9567,85.33,194.72,69.031,39.41,13.855,139.55,131.82,97.59,123.04,#N/A N/A,25.567,55.065,78.4054,247.18,12.63,95.94,36.2,21.94,84.848,91.45,88.92,43.74,142.99,232.59,133.04,15.47,1155.29,48.33,11.04,9.9196,88.86,#N/A N/A,124.8,144.78,343.57,13.5638,45.92,146.673,81.69,29.89,3.539,6.48,353.84,333.18,50.43,#N/A N/A,20.09,22.5825,474.16,289.4,54.89,66.81,33.86,98.55,18.7,14.02,19.0656,14.02,60.79,28.56,458.13,28.115,176.57,7.86,633.07,53.22,371.3333,113.7,7.318,50.53,89.1,291.36,187.48,57.2841,460.47,213.47,211.77,#N/A N/A,24.88,52.99,44.98,247.41,289.98,49.8067,45.2,2.75,64.47,46.63,14891,274.65,318.86
11/30/2021,114000,195500,71300,,381000,122000,694000,1266108,1337.6,5010,20.54,1507.5,165.3,115.28,125.77,669.85,126.68,219.75,147.19,158.37,262.48,175.354,31.015,#N/A N/A,287.44,40.29,70.78,81.16,103.95,791.51,55.368,152.3,111.57,197.85,127.53,44.47,#N/A N/A,149.84,66.01,280.85,753.2,904.61,25.96,276.69,141.45,13.1833,22,193.35,128.94,#N/A N/A,220.52,315,284.96,217.14,54.84,#N/A N/A,112.87,178.29,345.54,144.9,246.36,97.01,28.02,19.71,19.78,40.76,59.1167,141.897,12.72,380.99,400.61,32.735,27.37,25.94,27.68,11.825,806.91,117.1,18.46,130.72,12.81,22.58,49.2,6.24,5.702,117.8164,#N/A N/A,58.46,84.11,155.93,158.83,52.11,74.45,52.45,142.3552,11.55,611.5,35.44,318.14,248.04,333.32,#N/A N/A,67.985,314.92,89.64,5.33,61.31,244.6,390.64,1188.41,324.46,2.45,13.655,225.455,352.69,142.166,30.425,19.66,12.2267,74.91,94.82,10.0333,629.45,330.59,84,67.7433,86.78,188.24,64.19,39.13,14.35,129.54,128.5,107.73,115.7,#N/A N/A,32.676,53.415,75.5064,215.23,12.21,90.74,25.56,19.59,91.157,84.76,66.5,53.73,144.58,184.89,180.56,15.36,1095.69,48.78,10.2,9.91,80.92,#N/A N/A,113.32,128.44,288.07,13.1913,42.04,152.179,80.04,32.1,4.14,6.47,340.15,341,47.57,#N/A N/A,17.2,23.7644,455.73,238.5,62.26,57.4,15.6,88.97,21.49,13.38,17.2315,13.35,58.45,27.5,376.32,26.648,177.85,7.19,632.83,39.99,381.5867,117.15,7.92,46.97,96,286.15,192.37,54.3654,444.22,198.37,193.77,#N/A N/A,28.18,50.27,39.81,207.13,274.23,46.8767,45.2,2.47,59.84,55,14891,211.41,346.97
12/31/2021,131000,209000,78300,,378500,112500,615000,1286046,1246,5365,22.14,1358.5,177.57,135.4,140.74,567.06,100.56,239.9999,157.36,143.9,292.5,166.717,35.9375,#N/A N/A,304.26,43.73,72.43,81.27,74.55,796.14,66.541,163.6,115.8501,201.32,118.79,44.49,#N/A N/A,148.79,46.4,249.15,755.57,915.56,26.63,299,129.39,11.3333,24.43,206.74,130.4,#N/A N/A,228.46,252.37,254.13,204.75,63.37,#N/A N/A,117.35,178.11,342.89,154.89,152.31,104.9,31.91,21.29,18.8867,35.45,58.793,144.852,7.13,382.55,415.01,32.535,28.45,17.76,30.15,10.837,659.15,133.66,19.79,136.77,12.81,25.31,51.5,4.56,6.155,115.0644,#N/A N/A,70.35,70.07,171.07,158.35,52.29,74.5,59.21,142.3552,11.55,634.8,32.1,346.43,276.22,355.41,#N/A N/A,71.915,359.32,97.2,5.44,62.51,268.07,390.58,1348.4,336.35,2.55,13.84,237.3,411.27,148.512,28.76,17.17,13.3,76.64,98.16,10.5,612.69,336.32,93.15,70.0033,93.36,131.5,60.244,31.68,14.755,129.82,140.37,101.78,119.61,9.38,29.411,56,82.8676,224.17,12.25,87.21,26.22,20.42,92.793,79.97,58.3,59.05,163.58,188.58,182.87,15.63,1078.72,51.69,10,9.94,86.06,#N/A N/A,124.9,140.11,223.71,11.9781,43.4,137.739,86.6,33.886,4.395,6.79,338.75,368.5,50.1,#N/A N/A,15.81,24.6518,471.93,234.03,50.43,55.867,16.86,93,20.1792,14.64,18.5675,13.63,58.3,24.62,381.29,26.694,185.3,6.85,667.24,34.71,352.26,120.31,7.828,51.42,100.14,263.34,188.47,57.5086,502.14,214.34,216.71,#N/A N/A,28.83,51.96,30.98,223.84,273.18,48.23,45.2,2.4,61.19,50.33,14891,183.91,321.33
1/31/2022,120500,189500,73300,,310000,85000,639000,1052479,1187.8,5616,21.2,1252.8,174.78,136.89,127.46,534.3,64.07,259.88,138.18,114.25,251.5,149.574,31.0775,#N/A N/A,282.12,39.795,70,79.72,52.48,677.2,58.588,179.82,117.02,200.24,125.79,46.14,#N/A N/A,159.74,35.29,188.21,599.73,822.94,30.92,313.02,131.97,9.9033,23.72,201.56,118.53,#N/A N/A,229.5,190.15,232.63,180.64,55.67,#N/A N/A,131.33,146.11,376.4,142.97,125.77,105.06,31.67,19.7899,19.6033,28.66,58.7993,135.304,5.66,354.68,366.98,34.315,29.55,14.15,35.57,10.394,488.8,133.57,21.73,126.66,12.81,23.57,48.82,4.08,6.4165,107.5852,#N/A N/A,61.49,74.88,172.29,148.6,50.31,71.16,61.01,99,12,514.884,26.09,318.68,245.39,389.13,#N/A N/A,58.992,386.38,103.26,6.08,56.47,259.45,343,1132.06,313.26,2.72,14.4,248.065,344.48,138.805,29.4001,11.8,12.52,81.48,102.54,11.3467,536.12,310.98,82.27,59.7367,78.12,96.4,42.714,24.51,11.03,117.16,129.14,103.36,116.64,7.42,24.486,49.935,82.3371,197.89,11.05,81.16,22.62,19.3,86.233,62.56,59.84,52.69,160.45,171.94,175.76,14.24,1087.13,48.59,8.41,9.96,90.19,#N/A N/A,110.96,125.21,150.31,11.1225,51.4,96.424,78.94,27.8499,4.052,7.19,275.9,310.5,52,#N/A N/A,12.48,21.7771,415.22,196.26,54.15,50.59,15.58,94.5,19.75,17.1933,19.2468,14.46,62.54,26.61,324.34,29.194,198.45,6.18,581.3,22.88,312.24,122.63,7.48,58.6,84.77,206.12,179.49,54.9427,472.57,202.21,226.17,#N/A N/A,30.93,53.23,34.65,238.26,253.01,46.6033,45.2,2.15,75.96,35.09,14891,154.28,257.11
2/28/2022,123500,175000,72100,,318000,94100,565000,1122585,1130,5802,18.32,1281.3,165.12,147.77,120.62,467.68,41.84,232.15,134.2,123.34,226.87,153.563,30.6825,#N/A N/A,236.3,38.005,65.26,81.09,54.79,666.51,58.744,194.54,117.23,205.34,105.19,44.2,#N/A N/A,152.44,31.61,237.88,625.96,743.89,29.21,321.45,127.47,10.3333,23.63,187.58,117.29,#N/A N/A,236.53,190.77,210.53,195.21,55.77,#N/A N/A,144,161.11,360.02,148.46,118.43,100.41,31.69,18.37,17.9,18.6,59.4403,135.057,5.76,341.29,315.83,31.085,30.56,12.01,34.54,9.89,525,122.51,19.47,128.12,12.81,22.46,47.7,4.14,6.542,101.6514,#N/A N/A,57.81,71.63,164.57,141.8,46.2,60.12,62.24,58,10.01,465.5,30.45,293.24,249.95,433.8,#N/A N/A,56.135,360.82,104.82,6.326,48.21,244.77,322.03,1126.65,211.03,2.65,15.341,250.135,381.43,124.283,21.78,11.73,11.2667,76.58,90.74,10.8933,501.69,298.79,88.86,57.05,78.27,116.42,39.452,22.84,10.86,115.98,130.03,95.34,113.9,7.65,24.385,51.475,82.8581,182.84,12.36,75.97,15.94,21.3,99.042,65.19,51.86,46.94,155.89,111.93,171.99,14.85,1074.81,47.23,8.42,9.96,102.7,#N/A N/A,100.38,112.58,145.6,11.16,52.39,69.426,69.88,29.95,3.929,7.13,265.66,312.39,52.45,#N/A N/A,11.45,19.9964,375.7,156.19,66.18,57.6,11.24,85.33,16.37,16.26,17.8806,15.2,53.79,25.82,305.72,29.9,182.95,5.39,544,20.52,290.1433,107.01,8.072,49.19,84.48,174.8,169.99,53.7453,475.87,210.42,216.12,#N/A N/A,35.08,53.67,27.43,234.2,229.05,45.0533,45.2,1.875,78.42,36.37,14891,132.6,239.15
3/31/2022,118000,180500,69600,,340500,106500,532000,1191756,1233,6167,16.91,1389.8,174.61,162.11,118.36,455.62,46.28,245,131.8,109.34,251.22,162.998,34.745,#N/A N/A,249.91,37.675,61.99,81.23,39.97,667.93,62.968,187,134.63,191.5,108.8,41.22,#N/A N/A,132.3,25.58,226.79,563.23,764.17,29.4,352.91,126.94,9.2867,24.31,222.82,114.42,#N/A N/A,237.86,189.86,212.32,227.08,55.76,#N/A N/A,162.83,151.47,415.46,137.16,107.12,111.66,30.22,17.55,17.11,17.38,56.9447,139.068,3.5,330.1,299.33,30.665,28.26,13.51,34.22,10.013,474.94,130.02,18.94,132.12,12.81,24.89,49.56,4.54,6.77,113.8908,#N/A N/A,61.73,57.87,177.23,136.32,40.81,58.47,62,48.785,9.5,469.25,25.81,319.43,286.37,441.4,#N/A N/A,53.761,357.38,116.43,6.08,46.95,247.28,337.41,1189.48,222.36,2.57,14.79,273,340.2,124.475,19.2,11.04,11.0067,82.05,87.4,12.6,502.88,308.31,77.89,59.4,84.71,119.7,37.459,21.05,9.9,111.38,130.1,89.69,116.45,7.72,27.286,55.525,83.1329,150.96,13.19,82.73,20.05,19.95,103.752,57.96,40.11,51.77,152.8,115.65,152.82,15.06,1200.16,49.41,7.86,10.02,99.07,#N/A N/A,100.6,110.96,119.79,11.305,54.93,67.596,69.14,27.96,3.807,6.27,229.13,333.27,51.34,#N/A N/A,9.45,20.0316,410.18,151.02,85.6,50.5,11.7,87.12,14.8101,15.8333,17.8354,14.32,46.42,23.12,293.83,29.45,180.25,4.87,590.65,21.73,359.2,104.26,7.236,52.01,87.87,164.81,183.48,48.7204,509.97,214.46,221.77,#N/A N/A,37.22,50.94,24.51,249.06,239.46,49.64,45.2,1.768,82.59,27.59,14891,117.23,241.28
4/30/2022,112500,186000,67400,,286500,89900,519000,1207608,1214.4,5991,15.65,1317.3,157.65,146.88,113.5,395.95,28.7,230.99,110.35,85.52,241.02,124.282,28.8925,#N/A N/A,234.07,35.75,49.76,66.22,26.8,563.77,55.439,174.71,132.33,148.84,97.09,35.68,#N/A N/A,124.17,24.34,170.71,512.06,624.68,28.72,322.83,101.57,9.6733,22.98,210.54,112.98,#N/A N/A,219.34,112.71,175.94,198.76,48.98,#N/A N/A,156.67,120.78,377.55,111.63,81,110.16,27.2725,15.28,15.44,15.9,46.3959,114.11,2.95,305.49,300.4,27.605,26.25,9.805,31.01,9.42,379.43,132.21,19.04,115.81,12.81,19.87,43.59,3.56,6.009,114.5024,#N/A N/A,57.73,61.66,180.46,119.36,40.3,50.97,64.61,64.75,8.1,401,22.43,311.96,292.13,432.12,#N/A N/A,46.576,363.38,111.83,5.7,44.26,249.16,316.48,973.63,200.47,2.39,14.43,242.515,263.61,120.579,21.35,9.3,9.9933,88.69,80.59,11.4667,421.25,277.52,68.19,52.4567,71.02,86.14,19.036,16.7,8.14,95.62,128.64,95.33,103.05,6.01,18.547,57,83.3981,119.31,12.3,73.4,14.71,17.99,93.547,55.47,43.09,49.07,160.55,87.93,139.69,14.57,1271,46.18,7.05,10.03,94.91,#N/A N/A,95.98,100.8,82.76,10.3025,53.43,42.682,61.07,24.27,4.21,5.99,171.44,286.79,52.25,#N/A N/A,6.12,16.7823,376.5,101.65,73.8,47.05,9.42,66.97,14.75,14.7,18.86,14.54,47.07,23.65,224.83,28.45,171,4.25,552.92,18.63,290.2533,92.93,6.198,49.49,71.19,111.82,170.25,49.4581,508.55,179.98,213.13,#N/A N/A,28.88,46.3,23.14,249.52,206.7,50.9967,45.2,1.52,85.25,24.61,14891,99.57,202.74
5/31/2022,108000,189500,67400,,288000,85000,585000,1220577,1345,5742,17.2,1344.8,148.84,147.37,117.46,416.48,28.5,208.975,117.29,101.86,256.13,120.21,25.57,#N/A N/A,246.16,35.43,57.64,71.17,21.74,576.29,58.013,168.82,129.26,131.4,96.05,37.2,#N/A N/A,140.35,22.35,118.24,537.79,669.08,32.37,315.98,117.79,11.9333,25.39,215.85,112.31,#N/A N/A,198.83,78.1,160.24,159.99,45.05,#N/A N/A,174.66,95.39,357.78,110.44,83.91,112.52,29.23,16.25,16.02,13.05,48.7235,113.762,2.66,326.85,302.75,28.785,24.9,10.06,33.46,10.355,337.69,138.84,19.25,102.39,12.81,18.86,44.42,4.1,5.717,115.7751,#N/A N/A,61.52,56.12,179.53,132.23,39.24,54.81,63.38,63.75,8.57,400.01,25.07,324.68,313.44,440.11,#N/A N/A,52.003,357.87,104.23,5.81,46.92,252.21,301.57,785.88,193.64,2.33,14.96,249.76,281.68,124.818,23.645,10.47,10.6867,92.03,86.14,11.495,442.35,271.87,73.84,51.7533,75.69,56,19.744,17.39,8.37,93.49,121.96,103.73,111.75,3.81,18.672,55.2,86.155,83.05,11.27,71.92,15.36,19.21,83.797,45.5,50.35,53.04,147.88,85.21,143.22,14.68,1199.21,42.54,5.586,10.02,95.12,#N/A N/A,93.06,99.84,82.66,10.555,59.22,37.512,66.23,25.9,5.006,6.1,127.65,319.2,53.25,#N/A N/A,7.48,18.3465,349.48,112.77,106.17,41.82,10.04,72.49,14.985,13.92,21.29,14.41,45.54,22.06,177.32,28.56,166.37,4.18,567.57,16.24,252.7533,95.3,6.912,58.95,67.61,105.17,176.76,51.6712,496.78,182.25,212.17,#N/A N/A,26.13,51.29,22,248.81,156.3,42.8767,45.2,1.5245,96,23.5,14891,107.45,153.09
6/30/2022,91000,180500,57000,,240000,69900,516000,1138437,1287.6,5868,14.01,1308.8,136.72,153.16,108.65,366.06,18.06,192.17,90.98,76.47,255.59,106.21,23.435,#N/A N/A,240.48,32.19,48.48,56.86,17.58,475.88,48.581,138.62,128.91,136.72,113.68,31.13,#N/A N/A,148.73,25.6,109.94,495,609.04,28.35,273.02,91.23,13.4267,22.71,178.76,113.19,#N/A N/A,204.7,47.02,165.04,168.56,42.64,#N/A N/A,144.78,95.24,299.47,94.4,57.38,107.21,24.29,15.54,17.3867,11.61,39.6248,108.963,2.53,297.02,274.27,27.48,24.15,8.22,32.67,9.451,300.65,141.19,17.74,94.04,12.81,18.51,37.41,4.2,5.387,105.0645,#N/A N/A,51.21,64.22,177.51,112.61,42.37,46.29,62.91,47.5,11.11,337.75,38.31,287.53,324.23,429.96,#N/A N/A,42.615,315.48,89.67,5.47,39.35,246.88,271.97,636.87,161.25,2.24,14.47,219.7,256.01,108.196,24.92,8.11,9.0467,91.17,76.06,9.7167,412.15,256.83,55.28,50.8467,77.46,43.75,17.487,21.72,7.739,95.1,116.39,93.36,96.48,3.74,15.159,55.715,80.0823,90.4,10.1,69.87,10.24,19.13,82.323,45.39,61.8,52.43,143.79,69.84,127.74,11.92,1182.35,41.71,4.49,10.05,96.11,#N/A N/A,86.29,90.72,66.86,9.68,52.29,31.24,51.08,22.19,4.035,5.9,139.06,303.7,50.03,#N/A N/A,5.27,15.9476,337.06,93.83,83.53,40.2,7.7,61.65,12.77,12.9333,20.96,14.04,45.39,27.45,187.4,27.858,154.17,5.02,543.28,12.94,224.4733,81.75,6.232,50.96,68.25,83.81,153.65,48.9983,513.63,182.54,196.89,#N/A N/A,23.41,50.75,23.13,210.11,139.58,40.5267,45.2,1.741,85.64,31.74,14891,107.97,149.51
7/30/2022,97900,196000,61400,,259000,74800,603000,1246516,1340.8,5971,15.16,1401.3,162.51,143.51,108.84,410.12,26.84,175.74,105.98,94.47,270.83,134.95,29.1575,#N/A N/A,248.23,38.565,57.1,71.65,19.32,574.44,53.548,154.02,130.72,159.31,89.37,33.81,#N/A N/A,136.57,24.44,135.08,563.26,669.18,29.38,300.6,102.07,12.1133,23.68,198.25,123.38,#N/A N/A,199.48,62.96,184.02,183.6,45.37,#N/A N/A,163.78,102.01,343.18,106.1,63.98,109.93,26.87,17.18,20.1767,11.37,45.9976,116.32,2.95,333.39,300.94,31.4,25.72,9.05,31.4,9.79,308,130.79,20.78,101.99,12.81,19.49,36.31,3.82,5.82,113.4694,#N/A N/A,59.34,59.5,174.52,115.36,42.53,55.46,64.17,46,9.86,393.808,32.84,302,329.69,413.81,#N/A N/A,50.051,353.79,92.93,5.19,46.58,263.37,310.25,813.71,159.1,2.44,14.8,220.915,270.78,119.759,22.5,9.59,9.7,89.34,84.3,9.51,481.34,280.74,61.86,60.3,84.49,50.32,22.49,19.73,8.67,89.33,122.86,92.98,99.78,4.21,18.163,58.03,81.3139,98.45,10.45,77.84,10.85,19.57,83.183,51.7,49.01,50.51,138.91,86.53,145.06,13.91,1143.09,41.47,4.95,10.1,93.21,#N/A N/A,90.84,93.21,76.32,10.445,53.38,34.83,55.74,24.61,5.401,6.39,149.91,367.5,49.7,#N/A N/A,6.31,16.6536,376.93,113.02,98.37,41.16,9.58,71.04,12.66,13.5667,18.78,14.61,38.66,25.78,209.32,29.25,162.59,4.21,598.41,15.98,297.15,88.48,6.268,50.21,70.52,84.8,178.89,52.024,542.34,194.89,212.11,#N/A N/A,23.33,46.19,19.22,220.09,155.1,44.0167,45.2,1.565,96.93,24.43,14891,103.86,155.06
8/31/2022,95200,196000,59700,,240000,73400,632000,1203285,1399.2,5699,14,1390.5,157.22,134.46,102.65,373.44,23.43,171.5,94.07,84.87,254.05,126.77,29.97,#N/A N/A,252.45,36.765,55.58,74.14,19.15,489.94,49.911,152,124.44,160.25,95.41,33.61,#N/A N/A,143.97,24.96,161.88,485.04,666.39,30.84,280.8,93.94,10.25,23.88,184.71,117.97,#N/A N/A,195.61,66.8,156.12,182.61,44.72,#N/A N/A,158.06,104.95,365.25,112.08,58.22,106.91,24.46,16.08,19.56,9.35,45.7051,108.22,2.85,332.67,288.42,30.525,26.52,9.55,30.83,9.962,337.04,128.45,21.84,100.85,12.81,18.3,31.92,3.66,5.489,102.9571,#N/A N/A,60.3,63.49,161.34,113.73,42.94,50.56,61.71,51.8,9.9,378.8,28.77,282.86,301.23,420.11,#N/A N/A,43.791,324.37,103.9,5.1,41.66,252.28,284.52,855.36,162.93,2.29,13.4,232.94,248.59,103.966,23.832,7.79,8.9667,85.36,85.22,10.7867,449.24,261.47,56.53,59.53,85.06,62.57,22.356,19.91,8.29,86.92,117.06,88.51,95.09,4.9,15.094,53.05,76.2833,91.4,9.68,74.15,15.54,14.81,92.802,54.6,71.3,45.23,137.94,93.44,132.27,13.1,1201.62,40.44,4.95,10.17,89.75,#N/A N/A,84.95,85.22,62,9.9125,52.98,31.65,50.95,23.81,6.508,6.05,180.95,346.02,41.03,#N/A N/A,5.92,15.4756,352.18,108.15,99.68,37.79,9.48,68.35,14.3,13.2333,17.54,13.75,41.3,25.72,247.66,28.6,149.37,5.11,545.32,18.93,275.61,83.35,7.014,51,69.59,69.58,165.21,48.5279,519.33,194.51,198.71,#N/A N/A,22.96,41.81,20.69,212.53,164.56,44.1833,45.2,1.51,95.59,18.52,14891,80.4,159.24
9/30/2022,83100,176500,53100,,193500,57100,536000,1162935,1222.8,5854,11.97,1225,138.2,134.21,96.76,275.2,18.76,159.85,81.93,63.36,214.7,113,28.2225,#N/A N/A,232.73,33.48,46.5,61.95,22.23,415.35,44.401,134.91,107.1,121.08,79.99,30.2,#N/A N/A,117.49,15.32,132.37,417.14,550.28,28.55,267.02,83.7,8.2413,21.8,164.08,117.37,#N/A N/A,177.13,64.49,143.84,164.81,40,#N/A N/A,143.67,88.78,333.89,94.33,53.47,93.02,21.47,14,17.6833,9.16,38.5294,95.65,2.63,293.05,275.94,29.21,21.59,10.1,26.07,8.512,270.12,118.81,20.97,90.35,12.81,16.97,25.77,2.71,4.839,89.6598,#N/A N/A,57.71,50.3,163.36,104.5,41.2,43,56.02,58.5,7,333.67,23.01,269.59,323.35,386.29,#N/A N/A,36.6,284.34,88.74,4.81,33.81,230.74,243.11,827.78,135.68,2.21,13.34,214.735,222.49,92.386,21.1,7.12,7.66,86.12,79.01,9.04,421.79,232.9,50.1,56.68,78.41,55.31,23.544,15.77,6.995,75.52,107.61,75.6,85.56,4.4,12.139,49.815,72.0106,56.87,10.18,61.07,13.23,13.29,81.895,49.48,62.58,43.76,126.25,86.07,112.98,10.14,1083.1,40.62,4.3,10.22,81.86,#N/A N/A,82.87,81.25,56.05,8.635,49.76,26.94,48.95,20.22,5.507,5.5,169.96,305.51,38.02,#N/A N/A,4.88,12.4917,305.35,86.3,90.75,35.11,9.53,60.81,12.827,13.4933,15.34,12.97,33.82,27.31,210.59,26.398,130.29,4.06,507.19,16.72,265.25,68.56,6.284,46.5,56.42,69.14,154.78,46.8708,505.04,161.54,177.65,#N/A N/A,20.77,37.97,17.1,176.17,152.22,43.2333,45.2,1.145,87.31,11.95,14891,73.59,164.37
